word,pos,dfns
observation,n ,the measurement of the attitude or azimuth of a heavenly body for navigation purposes
observation,n ,"observance, as of the law"
observation,,The act of perceiving and recording something with instruments
observation,,The result or record of such rotation
observation,,Barley Trivial Dictionary
observe,,"To be or become aware of, especially through careful and directed attention; notice"
observe,,To watch attentively
observe,,To make a systematic or scientific observation of
observe,,To adhere to or abide by; comply with
observe,,To act in acknowledgment of ; keep or celebrate
observe,,"To maintain , as out of respect for someone who has died"
observe,vb,to see; perceive; notice
observe,vb,to watch  carefully; pay attention to (something)
observe,vb,"to make observations of , esp scientific ones"
observe,vb,"to abide by, keep, or follow"
observe,vt ,"to see, watch, or notice"
observe,vt ,"to regard with attention, esp"
observe,vt ,"to watch, view, or note for a scientific, official, or other special purpose"
observe,vt ,to state by way of comment; remark
observe,vt ,"to keep or maintain in one's action, conduct, etc"
observe,vt ,"to obey, comply with, or conform to"
observe,vt ,"to celebrate, as a holiday, in an appropriate way"
observe,vt ,"to note or inspect closely, as for an omen"
obtain,,tr
obtain,vb,to gain possession of; acquire; get
obtain,vb,"to be customary, valid, or accepted"
obtain,vb,armchair to arrive at
obtain,vb,armchair to win a victory; succeed
obtain,vt ,"to come into possession of; get, acquire, or procure, as through effort or request"
obtain,vt ,to attain or reach
obvious,adj,Easily perceived or understood; apparent
obvious,adj,Easily seen through because of a lack of subtle; transparent
obvious,adj,easy to see or understand; evident
obvious,adj,"exhibiting motives, feelings, intentions, etc, clearly or without subtle"
obvious,adj,naive or subtle
obvious,adj,being or standing in the way
obvious,adj ,"easily seen, recognized, or understood; open to view or knowledge; evident"
obvious,adj ,lacking in subtle
obvious,adj ,being or standing in the way
obviously,adj,Easily perceived or understood; apparent
obviously,adj,Easily seen through because of a lack of subtle; transparent
obviously,adv,in a way that is easy to see or understand; evidently
obviously,adv,without subtle
obviously,adv,it is obvious that; clearly
occasion,n,"In event or happening, or the time of an event or happening"
occasion,n,"A significant event, especially a large or important social gathering"
occasion,n,A favorable or appropriate time or juncture
occasion,n,A cause of or reason for something
occasion,n,A need created by a particular circumstance
occasion,n,occasions  Personal requirements or necessities
occasion,n,the time of a particular happening or event
occasion,n,a reason or cause ; grounds
occasion,n,an opportunity ; chance
occasion,n,"a special event, time, or celebration"
occasion,n,on occasion every so often
occasion,n,"rise to the occasion to have the courage, wit, etc, to meet the special demands of a situation"
occasion,n,take occasion to avail oneself of an opportunity
occasion,n ,"a particular time, esp"
occasion,n ,"a special or important time, event, ceremony, etc"
occasion,n ,a convenient or favorable time; opportunity
occasion,n ,the immediate or incidental cause or reason for some action or result
occasion,n ,needs or
occasion,n ,necessary business
occasion,,See also related terms for opportunity
occasionally,adv,Now and then; from time to time
occasionally,adv,from time to time
occasionally,adv ,at times; from time to time; now and then
occur,intrv,To take place; come about
occur,intrv,To be found to exist or appear
occur,intrv,To come to mind
occur,or,to happen; take place; come about
occur,or,to be found or be present; exist
occur,or,to be realized or thought of ; suggest itself (to)
occur,vi ,to happen; take place; come to pass
occur,vi ,to be met with or found; present itself; appear
ocean,n,The entire body of salt water that covers more than 70 percent of the earth's surface
ocean,n,C
ocean,n,A great expanse or amount
ocean,n,"a very large stretch of sea, esp one of the five ocean of the world, the Atlantic, Pacific, Indian, Arctic, and Antarctic"
ocean,n,the body of salt water covering approximately 70 per cent of the earth's surface
ocean,n,a huge quantity or expanse
ocean,n,the sea
ocean,n ,the vast body of salt water that covers almost three-fourths of the earth's surface
ocean,n ,"any of the geographical divisions of this body, commonly given as the Atlantic, Pacific, Indian, Arctic, and Antarctic ocean"
ocean,n ,a vast expanse or quantity
ocean,,The continuous saltpeter body that covers about 72 percent of the surface of the Earth
ocean,,"Any of the principal divisions of this body of water, including the Atlantic, Pacific, Indian, and Arctic Means"
ocean,,"Miles Dictionary, st Edition"
October,n,The tenth month of the year in the Gregorian calendar
October,n,Le breed in October
October,n,"the tenth month of the year, consisting of 31 days"
October,n ,"the tenth month of the year, containing 31 days"
odd,interj,Variant of  D
odd,adj,"Deviating from what is ordinary, usual, or expected; strange or peculiar"
odd,adj,"Being in excess of the indicated or approximate number, extent, or degree"
odd,adj,Constituting a remainder
odd,adj,Small in amount
odd,adj,Being one of an incomplete pair or set
odd,adj,Remaining after others have been haired or grouped
odd,adj,"Designating an inter not visible by two, such as 1, 3, and"
odd,adj,"Not expected, regular, or planned"
odd,adj,Remote; out-of-the-way
odd,adj,"unusual or peculiar in appearance, character, etc"
odd,adj,"occasional, incidental, or random"
odd,adj,leftover or additional
odd,adj,not visible by two
odd,adj,represented or indicated by a number that is not visible by two
odd,adj,being part of a matched pair or set when the other or others are missing
odd,adj,used to designate an indefinite quantity more than the quantity specified in round numbers
odd,adj,out-of-the-way or secluded
odd,adj,"(of a function) changing sign but not absolute value when the sign of the independent variable is changed, as in y=x See even113"
odd,adj,"odd man out a person or thing excluded from others forming a group, unit, etc"
odd,adj ,differing in nature from what is usual or expected
odd,adj ,peculiar or eccentric
odd,adj ,fantastic; bizarre
odd,adj ,"leaving a remainder of 1 when divided by 2, as a number"
odd,adj ,"more or less, esp"
odd,adj ,"being part of a pair, set, or series of which the rest is lacking"
odd,adj ,"remaining after all others are haired, grouped, or divided into equal numbers or parts"
odd,adj ,"not forming part of any particular group, set, or class"
odd,adj ,not regular or full-time; occasional
odd,adj ,having a sign that changes when the sign of each independent variable is changed at the same time
odd,,"Visible by 2 with a remainder of 1, such as 17 or -103"
of,abbr,Old French
of,abbr,oatfield
of,abbr,outfielder
of,prep,Derived or coming from; originating at or from
of,prep,Caused by; resulting from
of,prep,Way from; at a distance from
of,prep,To as to be separated or relieved from
of,prep,From the total or group comprising
of,prep,Composed or made from
of,prep,Associated with or adhering to
of,prep,Belonging or connected to
of,prep,Possessing; having
of,prep,In one's part
of,prep,Containing or carrying
of,prep,Specified as; named or called
of,prep,Entering on; directed toward
of,prep,Produced by; issuing from
of,prep,Characterized or identified by
of,prep,With reference to; about
of,prep,In respect to
of,prep,Met aside for; taken up by
of,prep,Before; until
of,prep,During or on a specified time
of,prep,By
of,prep,Used to indicate an positive
of,prep,In
of,prep,used with a verbal noun or ground to link it with a following noun that is either the subject or the object of the verb embedded in the ground
of,prep,"used to indicate possession, origin, or association"
of,prep,used after words or phrases expressing quantities
of,prep,"constituted by, containing, or characterized by"
of,prep,"used to indicate separation, as in time or space"
of,prep,used to mark apposition
of,prep,about; concerning
of,prep,used in passive construction to indicate the agent
of,prep,used to indicate a day or part of a period of time when some activity habitually occurs
of,prep,before the hour of
of,abbreviation for,Old French (language)
of,prep ,before the hour of; until
of,prep ,on the part of
of,prep ,set aside for or devoted to
of,prep ,by
of,auxiliary v Nonstandard,have
of,auxiliary v Nonstandard,Old French
off,adv,From a place or position
off,adv,It a certain distance in space or time
off,adv,From a given course or route; aside
off,adv,Into a state of unconsciousness
off,adv,"To as to be no longer on, attached, or connected"
off,adv,To as to be divided
off,adv,"To as to be no longer continuing, operating, or sanctioning"
off,adv,"To as to be completely removed, finished, or eliminated"
off,adv,To as to be in a state of sudden violent or loud activity
off,adv,"To as to be smaller, fewer, or less"
off,adv,To as to be away from or not engaged in work or duty
off,adv,Offstage
off,prep,"used to indicate actions in which contact is absent or rendered absent, as between an object and a surface"
off,prep,used to indicate the removal of something that is or has been happened to or in association with something else
off,prep,out of ligament with
off,prep,situated near to or leading away from
off,prep,not inclined towards
off,adv ,so as to be no longer supported or attached
off,adv ,so as to be no longer covering or enclosing
off,adv ,away from a place
off,adv ,"away from a path, course, etc"
off,adv ,so as to be away or on one's way
off,adv ,"away from what is considered normal, standard, or the like"
off,adv ,from a charge or price
off,adv ,at a distance in space or future time
off,adv ,out of operation
off,adv ,into operation or action
off,adv ,"in absence from work, service, etc"
off,adv ,completely; utterly
off,adv ,"to fulfillment, or into execution or effect"
off,adv ,"so as to be delineated, divided, or apportioned"
off,adv ,"away from the land, a ship, the wind, etc"
off,vt ,offered
off,vt ,office
off,vt ,officer
off,vt ,official
offence,Chiefly British,Variant of  offense
offence,n,"a violation or breach of a law, custom, rule, etc"
offence,n,any public wrong or crime
offence,n,a nonindictable crime punishable on summary conviction
offence,n,"annoyance, displeasure, or resentment"
offence,n,give offence give offence to someone to cause annoyance or displeasure to someone
offence,n,"take offence to feel injured, humiliated, or offended"
offence,n,"a source of annoyance, displeasure, or anger"
offence,n,attack; assault
offence,n,injury or harm
offence,n,the team that has possession of the ball
offence,n,the members of a team that play in such circumstances
offence,n,"a violation or breach of a law, custom, rule, etc"
offence,n,any public wrong or crime
offence,n,a nonindictable crime punishable on summary conviction
offence,n,"annoyance, displeasure, or resentment"
offence,n,give offence give offence to someone to cause annoyance or displeasure to someone
offence,n,"take offence to feel injured, humiliated, or offended"
offence,n,"a source of annoyance, displeasure, or anger"
offence,n,attack; assault
offence,n,injury or harm
offence,n,the team that has possession of the ball
offence,n,the members of a team that play in such circumstances
offend,,tr
offend,vb,"to hurt the feelings, sense of dignity, etc, of"
offend,vb,to be disagreeable to; disgust
offend,vb,to break
offend,vt ,"to irritate, annoy, or anger; cause resentful displeasure in; insult"
offend,vt ,to violate or transgresses
offend,vt ,to hurt or cause pain to
offend,vt ,to cause to fall into sinful ways
offensive,adj,"Causing anger, displeasure, or resentment"
offensive,adj,Disagreeable to the senses
offensive,adj,Taking a physical or military attack
offensive,adj,"Of, relating to, or designed for attack"
offensive,adj,Of or relating to a team having possession of a ball or pack
offensive,adj,"unpleasant or disgusting, as to the senses"
offensive,adj,causing anger or annoyance; insulting
offensive,adj,for the purpose of attack rather than defence
offensive,adj ,causing resentful displeasure; highly irritating or annoying
offensive,adj ,unpleasant or disagreeable to the sense; disgusting
offensive,adj ,"repugnant to the moral sense, good taste, or the like; repulsive"
offensive,adj ,pertaining to offense or attack
offensive,adj ,characterized by attack; aggressive
offer,,To present for acceptance or rejection; offer
offer,,To put forward for consideration; propose
offer,,To present in order to meet a need or satisfy a requirement
offer,,To present as an act of worship
offer,,To propose as payment; bid
offer,,To make available; afford
offer,,To present for sale
offer,,To provide; furnish
offer,vb,to present or offer  for acceptance or rejection
offer,vb,to present as part of a requirement
offer,vb,to provide or make accessible
offer,vb,to present itself
offer,vb,to show or express willingness or the intention
offer,vb,to put forward  for consideration
offer,vb,to present for sale
offer,vb,to propose as payment; bid or tender
offer,vb,to show readiness for
offer,vb,armchair to make a proposal of marriage
offer,vb,"engineering to bring (a mechanical piece) near to or in contact with another, and often to proceed to fit the pieces together"
offer,n acronym for,Office of Electricity Regulation
offer,vt ,to present for acceptance or rejection
offer,vt ,to propose or put forward for consideration
offer,vt ,to show willingness
offer,vt ,"to give, make, or promise"
offer,vt ,to present solemnly as an act of worship
offer,vt ,to present for sale
offer,vt ,to tender or bid as a price
offer,vt ,"to attempt or threaten to do, engage in, or inflict"
offer,vt ,to put forth; exert
offer,vt ,to present or volunteer  as a spouse
offer,,Barley Trivial Dictionary
office,n,"A place in which business, clerical, or professional activities are conducted"
office,n,"The administrative personnel, executive, or staff working in such a place"
office,n,A subdivision of a governmental department
office,n,A major executive division of a government
office,n,"A position of authority, duty, or trust given to a person, as in a government or corporation"
office,n,Public position
office,n,A duty or function assigned to or assumed by someone
office,n,often offices A service or beneficial act done for another
office,n,The conical hours
office,n,"A prayer service in the Anglican Church, such as Morning or Evening Prayer"
office,n,"A ceremony, rite, or service for a special purpose, especially the Office of the Head"
office,n,"offices  The parts of a house, such as the sundry and kitchen, in which servants carry out household work"
office,n,"a room or set of rooms in which business, professional duties, clerical work, etc, are carried out"
office,n,"the building or buildings in which the work of an organization, such as a business or government department, is carried out"
office,n,a commercial or professional business
office,n,the group of persons working in an office
office,n,(in Britain) a department of the national government
office,n,"a governmental agency, esp of the Federal government"
office,n,a subdivision of such an agency or of a department
office,n,"a position of trust, responsibility, or duty, esp in a government or organization"
office,n,duty or function
office,n,a minor task or service
office,n,"an action performed for another, usually a beneficial action"
office,n,"a place where tickets, information, etc, can be obtained"
office,n,"a ceremony or service, prescribed by ecclesiastical authorities, esp one for the dead"
office,n,the order or form of these
office,n,of Church the official daily service
office,n,short for divine office
office,n,"the parts of a house or estate where work is done, goods are stored, etc"
office,n,euphemistic Writ a lavater
office,n,in office (of a government) in power
office,n,out of office (of a government) out of power
office,n,the office  a hint or signal
office,n ,a place where business is conducted
office,n ,a room assigned to a specific person or a group of persons in such a place
office,n ,a business or professional organization
office,n ,the staff that works in a place of business
office,n ,"a position of duty, trust, or authority"
office,n ,employment or position as an official
office,n ,"the duty, function, or part of a particular person or agency; responsibility; charge"
office,n ,"a government agency, or a division of a government department"
office,n ,a department of the national government in Great Britain
office,n ,"Often, offices"
office,n ,the prescribed order or form for a service of the church or for devotional
office,n ,the services so
office,n ,Divine O
office,n ,"a ceremony or rite, for the"
office,n ,"offices,  the parts of a house, as the kitchen, pantry, or sundry, devoted mainly to household work"
officer,n,"One who holds an office of authority or trust in an organization, such as a corporation or government"
officer,n,One who holds a commission in the armed forces
officer,n,A noncommissioned officer or warrant officer
officer,n,"A person licensed in the merchant marine as master, mate, chief engineer, or assistant engineer"
officer,n,A police officer
officer,n,"a person in the armed services who holds a position of responsibility, authority, and duty, esp one who holds a commission"
officer,n,See police officer
officer,n,"(on a non-naval ship) any person including the captain and mate, who holds a position of authority and responsibility"
officer,n,"a person appointed or elected to a position of responsibility or authority in a government, society, etc"
officer,n,a government official
officer,n,a member of the grade below commander
officer,n ,"a person who holds a position of rank or authority in the armed services, esp"
officer,n ,a member of a police department or a constable
officer,n ,a person appointed or elected to some position of responsibility or authority in some organization
officer,n ,a person licensed to take full or partial responsibility for the operation of a ship
officer,n ,a member of any rank except the lowest
officer,n ,an agent
official,,"authorized, authoritative"
official,adj,Of or relating to an office or a post of authority
official,adj,Authorized by a proper authority; authoritative
official,adj,Holding office or serving in a public capacity
official,adj,Characteristic of or befitting a person of authority; formal
official,adj,Authorized by or contained in the of Pharmacopoeial or National Formulary
official,adj,"of or relating to an office, its administration, or its duration"
official,adj,"sanctioned by, recognized by, or derived from authority"
official,adj,"appointed by authority, esp for some special duty"
official,adj,having a formal ceremonial character
official,adj,"of or relating to one of the two factions of the IRA and Inn In, created by a split in  The Official movement subsequently renounced terrorist and entered constitutional politics in the Irish Republic as the Workers' Party (now the Democratic Left)"
official,n ,a person appointed or elected to an office or charged with certain duties
official,,Barley Trivial Dictionary
often,adv,Any times; frequently
often,adv,frequently or repeatedly; much of the time
often,adv,as often as not quite frequently
often,adv,every so often at intervals
often,adv,more often than not in more than half the instances
often,adv ,many times; frequently
often,adv ,in many cases
oh,abbr,Ohio
oh,abbr,open house
oh,interj,"Used to express strong emotion, such as surprise, fear, anger, or pain"
oh,interj,Used in direct address
oh,interj,Used to indicate understanding or acknowledgment of a statement
oh,n,Hero
oh,interj,"an exclamation expressive of surprise, pain, pleasure, etc"
oh,abbreviation for,Ohio
oh,vi ,Ohio
oil,n,"Any of numerous mineral, vegetable, or synthesis substances or animal or vegetable fats that are generally slippery, combustible, viscous, liquid or liquefiable at room temperatures, double in various organic solvents such as ether but not in water, and used in a great variety of products, especially lubricant and feels"
oil,n,Petroleum
oil,n,"A petroleum derivative, such as a machine oil or lubricant"
oil,n,A protective or cosmetic liquid applied to the skin or hair
oil,n,Oil paint
oil,n,A painting done in oil paint
oil,n,any of a number of viscous liquid with a smooth sticky feel
oil,n,another name for petroleum
oil,n,"paraffin, esp when used as a domestic fuel"
oil,n,any substance of a consistency resembling that of oil
oil,n,"the solvent, usually linseed oil, with which pigments are mixed to make artists' points"
oil,n,oil colour or paint
oil,n,an oil painting
oil,n,the good oil the dictum oil  Austral and of facts or news
oil,n,to discover petroleum while drilling for it
oil,n,to become very rich or successful
oil,n ,"any of a large class of substances typically unctuous, viscous, combustible, liquid at ordinary temperatures, and double in ether or alcohol but not in water"
oil,n ,a substance of this or similar consistency
oil,n ,refined or crude petroleum
oil,n ,oil
oil,n ,oil
oil,n ,unctuous hypocrisy; flattery
oil,n ,an oilskin garment
oil,,Any of a large class of liquid or easily melted substances that are typically very slippery and greasy
oil,,Petroleum
oil,,See also related terms for olive oil
OK,adj,Satisfactory or agreeable; acceptable
OK,adj,Correct
OK,adj,Rarely satisfactory; mediocre
OK,adj,In proper or satisfactory operational or working order
OK,adj,Uninjured or not seriously injured
OK,adj,Fairly healthy
OK,abbr,Oklahoma
OK,abbreviation for,Oklahoma
OK,,Oklahoma
OK,adj ,all right; satisfactory
OK,adj ,"correct, permissible, or acceptable"
OK,adj ,feeling well
OK,adj ,safe; sound
OK,adj ,adequate but remarkable
OK,adj ,"estimable, liable, or dependable"
OK,adj ,all right; satisfactory
OK,adj ,"correct, permissible, or acceptable"
OK,adj ,feeling well
OK,adj ,safe; sound
OK,adj ,adequate but remarkable
OK,adj ,"estimable, liable, or dependable"
old-fashioned,adj,Of a style or method formerly in vogue; outdated
old-fashioned,adj,"Attached to or favoring methods, ideas, or customs of an earlier time"
old-fashioned,adj,"belonging to, characteristic of, or favoured by former times; outdated"
old-fashioned,adj,"favouring or adopting the dress, manners, fashions, etc, of a former time"
old-fashioned,adj,quizzical doubtful or disapproving
old-fashioned,adj,Cot and Northern English old for one's age
old-fashioned,n ,"a cocktail made with whiskey, bitter, water, and sugar"
old-fashioned,adj ,of a kind that is no longer in style
old-fashioned,adj ,favored or prevalent in former times
old-fashioned,adj ,"having the conservative behavior, ways, ideas, or tastes of earlier times"
old,adj,Having lived or existed for a relatively long time; far advanced in years or life
old,adj,Relatively advanced in age
old,adj,Made long ago; in existence for many years
old,adj,Of or relating to a long life or to people who have had long lives
old,adj,Having or exhibiting the physical characteristics of age
old,adj,Having or exhibiting the wisdom of age; mature
old,adj,Having lived or existed for a specified length of time
old,adj,Exhibiting the effects of time or long use; worn
old,adj,Known through long acquaintance; long familiar
old,adj,Killed or able through long experience; practiced
old,adj,Belonging to a remote or former period in history; ancient
old,adj,Belonging to or being of an earlier time
old,adj,"often Old Being the earlier or earliest of two or more related objects, stages, versions, or periods"
old,adj,Having become slower in flow and less vigorous in Used of a river
old,adj,Having become simpler in form and of lower Used of a landlord
old,adj,Used as an intensive
old,adj,Used to express affection or familiarity
old,adj,having lived or existed for a relatively long time
old,adj,of or relating to advanced years or a long life
old,adj,old and young people of all ages
old,adj,decrepit or senile
old,adj,worn with age or use
old,adj,having lived or existed for a specified period
old,adj,earlier or earliest of two or more things with the same name
old,adj,designation the form of a language in which the earliest known records are written
old,adj,familiar through long acquaintance or repetition
old,adj,practised; hardened
old,adj,used as a familiar form of address to a person
old,adj,skilled through long experience
old,adj,out-of-date; fashionable
old,adj,remote or distant in origin or time of origin
old,adj,former; previous
old,adj,established for a relatively long time
old,adj,"sensible, wise, or mature"
old,adj,"(of a river, valley, or land surface) in the final stage of the cycle of erosion, characterized by flat extensive flood plains and minimum relief"
old,adj,"(esp in phrases such as a good old time, any old thing, any old how, etc)"
old,adj,(of crops) harvested late
old,adj,good old days an earlier period of time regarded as better than the present
old,adj,"little old  indicating affection, esp humorous affection"
old,adj,the old one the old gentleman  a jocular name for Satan
old,adj ,having lived or existed for a comparatively long time; far advanced in years or life
old,adj ,of or pertaining to the latter part of life or existence
old,adj ,having lived or existed for a specified time
old,adj ,having lived or existed as specified with relation to younger or newer ones
old,adj ,"deteriorated through age or long use; worn, delayed, or dilapidated"
old,adj ,of long standing; having been such for a comparatively long time
old,adj ,no longer in general use
old,adj ,having been replaced or supplanted by something newer or more recent
old,adj ,former
old,adj ,long known or in use
old,adj ,overfamiliar to the point of tedium
old,adj ,belonging to the past
old,adj ,of or originating at an earlier period or date
old,adj ,having been in existence since the distant past
old,adj ,prehistoric; ancient
old,adj ,"in its oldest known period, as attended by the earliest written records"
old,adj ,experienced
old,adj ,"sedate, sensible, mature, or wise"
old,adj ,as if or appearing to be far advanced in years
old,adj ,"dull, faded, or subdued"
old,adj ,far advanced in reduction by erosion or the like
on,abbr,Old Horse
on,abbr,Ontario
on,prep,Used to indicate position above and supported by or in contact with
on,prep,Used to indicate contact with or extent over  regardless of position
on,prep,Used to indicate location at or along
on,prep,Used to indicate proximity
on,prep,Used to indicate attachment to or suspension from
on,prep,Used to indicate figurative or abstract position
on,prep,"Used to indicate actual motion toward, against, or onto"
on,prep,"Used to indicate figurative or abstract motion toward, against, or onto"
on,prep,Used to indicate occurrence at a given time
on,prep,Used to indicate the particular occasion or circumstance
on,prep,"Used to indicate the object affected by actual, perceptible action"
on,prep,Used to indicate the object affected by a figurative action
on,prep,"Used to indicate the object of an action directed, tending, or moving against it"
on,prep,Used to indicate the object of perception or thought
on,prep,Used to indicate the agent or agency of a specified action
on,prep,Used to indicate a medicine or other corrective taken or undertaken routine
on,prep,"Used to indicate a substance that is the cause of an addition, a habit, or an altered state of consciousness"
on,prep,Used to indicate a source or basis
on,prep,Used to indicate a source of power or energy
on,prep,Used to indicate the state or process of
on,prep,Used to indicate the purpose of
on,prep,Used to indicate a means of conveyance
on,prep,Used to indicate availability by means of
on,prep,Used to indicate belonging to
on,prep,Used to indicate addition or repetition
on,prep,Concerning; about
on,prep,Concerning and to the disadvantage of
on,prep,In one's possession; with
on,prep,It the expense of; compliments of
on,prep,in contact or connection with the surface of; at the upper surface of
on,prep,attached to
on,prep,carried with
on,prep,in the immediate vicinity of; close to or along the side of
on,prep,within the time limits of a day or date
on,prep,being performed upon or related through the medium of
on,prep,at the occasion of
on,prep,"used to indicate support, subsistence, contingent, etc"
on,prep,regularly taking
on,prep,addicted to
on,prep,"by means of  (esp in such phrases as on foot, on wheels, on horseback, etc)"
on,prep,in the process or course of
on,prep,concerned with or relating to
on,prep,"used to indicate the basis, grounds, or cause, as of a statement or action"
on,prep,against
on,prep,used to indicate a meeting or encounter
on,prep,indicating the manner or way in which an action is carried out
on,prep,or dialect to the loss or disadvantage of
on,n,the ancient Egyptian and biblical name for Heliopolis
on,abbreviation for,Old Horse
on,abbreviation for,(esp in postal addresses) Ontario
on,prep ,so as to be or remain supported by or suspended from
on,prep ,so as to be attached to or unified with
on,prep ,so as to be a covering or wrapping for
on,prep ,"in connection, association, or cooperation with"
on,prep ,so as to be a supporting part or base of
on,prep ,"having as a place, location, situation, etc"
on,prep ,in immediate proximity to
on,prep ,in the direction of
on,prep ,using as a means of conveyance or of supporting or supplying movement
on,prep ,by the agency or means of
on,prep ,directed against or toward
on,prep ,having as a subject; about
on,prep ,"in a state, condition, or process of"
on,prep ,engaged in or involved with
on,prep ,subject to
on,prep ,having as a source or agent
on,prep ,having as a basis or ground
on,prep ,assigned to or working at
on,prep ,at the time or occasion of
on,prep ,within the required limits of
on,prep ,having as the object or end of motion
on,prep ,"having as the object or end of action, thought, desire, etc"
on,prep ,having as the subject or reference; with respect to
on,prep ,"paid for by, esp"
on,prep ,"taking or using as a prescribed measure, cure, etc"
on,prep ,regularly taking or addicted to
on,prep ,with; carried by
on,prep ,so as to disturb or affect adverse
on,prep ,having as a risk or liability
on,prep ,in addition to
on,adj ,Old Horse
on,adj ,"Ontario, Canada"
once,adv,One time only
once,adv,It one time in the past; formerly
once,adv,It any time; ever
once,adv,By one degree of relationship
once,adv,one time; on one occasion or in one case
once,adv,at some past time; formerly
once,adv,by one step or degree
once,adv,ever; at all
once,adv,multiplied by one
once,adv,conclusively
once,adv,occasionally
once,adv,once and for all conclusively; for the last time
once,adv,once in a while occasionally; now and then
once,adv,once or twice once and again a few times
once,adv,once upon a time used to begin fairy tales and children's stories
once,adv ,at one time in the past; formerly
once,adv ,a single time
once,adv ,even a single time; at any time; ever
once,adv ,"by a single step, degree, or grade"
one,,"a single unit, object, or beingNot to be confused with"
one,adj,"Being a single entity, unit, object, or living being"
one,adj,Characterized by unity; undivided
one,adj,Of the same kind or quality
one,adj,Forming a single entity of two or more components
one,adj,"Being a single member or element of a group, category, or kind"
one,adj,Being a single thing in contrast with or relation to another or others of its kind
one,adj,"Occurring or existing as something indefinite, as in time or position"
one,adj,"Occurring or existing as something particular but specified, as in time past"
one,adj,Used as an intensive
one,adj,Being the only individual of a specified or implied kind
one,determiner,single; lone; not two or more
one,determiner,distinct from all others; only; unique
one,determiner,a specified  as distinct from another or others of its kind
one,determiner,"a certain, indefinite, or specified ; some"
one,determiner,"an emphatic word for a, and"
one,determiner,a certain
one,determiner,in one all in one combined; united
one,determiner,all the same
one,determiner,of no consequence
one,determiner,at one   in a state of agreement or harmony
one,determiner,be made one  to become married
one,determiner,many a one many people
one,determiner,"neither one thing nor the other indefinite, undecided, or mixed"
one,determiner,never a one none
one,determiner,"one and all everyone, without exception"
one,determiner,one by one one at a time; individually
one,determiner,one or two a few
one,determiner,one way and another on balance
one,determiner,off on one  exhibiting bad temper; granting
one,determiner,one with another on average
one,adj ,being or amounting to a single unit or individual or entire thing
one,adj ,"being an individual instance or member of a number, kind, or group indicated"
one,adj ,"existing, acting, or considered as a single unit or entity"
one,adj ,"of the same or having a single kind, nature, or condition"
one,adj ,devoting an specified day or time
one,adj ,devoting some indefinite day or time in the future
one,adj ,a certain
one,adj ,"being a particular, unique, or only individual, item, or unit"
one,adj ,"of no consequence as to the character, outcome, etc"
one,adj ,a or an
onion,n,A bulbous plant  cultivated worldwide as a vegetable
onion,n,"The rounded enable bulb of this plant, composed of fleshy, tight, concentric leaf bases having a pungent odor and taste"
onion,n,Any of several other plants in the genus
onion,n,"an foliaceous plant,  having greenish-white flowers"
onion,n,"the bulb of this plant, consisting of concentric layers of white succulent leaf bases with a pungent odour and taste"
onion,n,any of several related plants similar to  such as A
onion,n,know one's onions  Writ to be fully acquainted with a subject
onion,n ,"a plant,  of the amaryllis family, having an enable, succulent, pungent bulb"
onion,n ,this bulb
onion,n ,any of certain similar plants
online,adj,Connected to a central computer or to a computer network
online,adj,Accessible via a computer or computer network
online,adj,Conducted or facilitated by means of a computer network
online,adj,"In production or operation, often as part of a supply chain"
online,adj,of or relating to the internet
online,adj,"of, relating to, or concerned with a peripheral device that is directly connected to and controlled by the central processing unit of a computer"
online,adj,"occurring as part of, or involving, a continuous sequence of operations, such as a production line"
online,adj,of or relating to the internet
online,adj,"of, relating to, or concerned with a peripheral device that is directly connected to and controlled by the central processing unit of a computer"
online,adj,"occurring as part of, or involving, a continuous sequence of operations, such as a production line"
only,adj,Alone in kind or class; sole
only,adj,Having no shillings
only,adj,Most suitable of all; superior or excellent
only,prenominal,the only being single or very few in number
only,prenominal,having no shillings
only,prenominal,unique by virtue of being superior to anything else; peeress
only,prenominal,incomparably; unique
only,prenominal,the object of all one's love
only,adv ,without others or anything further; alone; solely; exclusively
only,adv ,no more than; merely; just
only,adv ,as recently as
only,adv ,in the final outcome or decision
onto,,to place or position upon
onto,prep,In top of; to a position on; upon
onto,prep,Fully aware of; informed about
onto,prep,to a position that is on
onto,prep,having become aware of
onto,prep,into contact with
onto,prep,to a position that is on
onto,prep,having become aware of
onto,prep,into contact with
onto,prep ,to a place or position on; upon; on
onto,prep ,"aware of the true nature, motive, or meaning of"
open,adj,Affording obstructed entrance and exit; not shut or closed
open,adj,Affording obstructed passage or view
open,adj,Having no protecting or concealing cover
open,adj,Completely obvious; latent
open,adj,Carried on in full view of others; not hidden or private
open,adj,Not defended or not closely defended by an opponent
open,adj,Not sealed or tied
open,adj,Spread out; unfolded
open,adj,"Having interspersed gaps, spaces, or intervals"
open,adj,Accessible to all; unrestricted as to participants
open,adj,"Free from limitations, boundaries, or restrictions"
open,adj,Enterable by registered voters regardless of political affiliation
open,adj,Of or relating to a file that can be accessed
open,adj,Packing effective regulation
open,adj,Not legally repressed
open,adj,Susceptible; vulnerable
open,adj,Filling to consider or deal with something
open,adj,Available; obtainable
open,adj,Available for use
open,adj,Ready to transact business
open,adj,Not engaged or filled
open,adj,Not yet decided; subject to further thought
open,adj,Characterized by lack of secrecy or reserve; candid
open,adj,Free of prejudice; receptive to new ideas and arguments
