word,pos,dfns
door,noun,A software mechanism by which a user can interact with a program running remote on a bulletin board system. See BBS door
double,noun,"Twice the number, amount, size, etc"
double,noun,"A person who resembles and stands in for another person, often for safety purposes"
double,noun,A drink with two portions of alcohol
double,noun,A ghostly apparition of a living person; doppelgänger
double,noun,"A sharp turn, especially a return on one's own tracks"
double,noun,A redundant item for which an identical item already exists
double,noun,A two-base hit
double,noun,A call that increases certain scoring points if the last preceding bid becomes the contract
double,noun,A strike in which the object ball is struck so as to make it rebound against the cushion to an opposite pocket
double,noun,A bet on two horses in different races in which any winning from the first race are placed on the horse in the later race
double,noun,The narrow uttermost ring on a cardboard
double,noun,A hit on this ring
double,noun,"A tile that has the same value (i.e., the same number of pips) on both sides"
double,noun,A double-precision floating-point number
double,noun,"Two competition, usually one league and one cup, won by the same team in a single season"
double,noun,A boat for two sculler
double,noun,The feat of scoring twice in one game
double,noun,(chiefly swimming and track) The feat of winning two events in a single meet or competition
double,noun,A former French coin worth one-sixth of a you
double,noun,(Guernsey) A copper coin worth one-eighth of a penny
double,noun,"Playing the same part on two instruments, alternately"
double,noun,A double feast
doubt,noun,Disbelief or uncertainty (about something); a particular instance of such disbelieve or uncertainty
doubt,noun,A point of uncertainty; a query
down,noun,A negative aspect; a owner
down,noun,A grudge (on someone)
down,noun,In act of swallowing an entire drink at once
down,noun,"A single play, from the time the ball is snapped (the start) to the time the whistle is blown (the end) when the ball is down, or is downed"
down,noun,(crossroads) A clue whose solution runs vertically in the grid
down,noun,A downstairs room of a two-story house
down,noun,Down payment
down,noun,"(especially southern England) A hill, especially a chalk hill; rolling grassland"
down,noun,"(usually in the plural) A field, especially one used for horse racing"
down,noun,"(chiefly in the plural) A tract of poor, sandy, undulating or hilly land near the sea, covered with fine turf which serves chiefly for the grazing of sheep"
down,noun,"Soft, fluffy immature feathers which grow on young birds. Used as insulating material in duets, sleeping bags and jackets"
down,noun,"The pubescence of plants; the hairy crown or envelope of the seeds of certain plants, such as the whistle"
down,noun,The soft hair of the face when beginning to appear
down,noun,"That which is made of down, as a bed or pillow; that which affords ease and repose, like a bed of down"
download,noun,A file transfer to the local computer
download,noun,"A file that has been, or will be transferred in this way"
downstairs,noun,"The lower floor of a house, at ground level"
downstairs,noun,The genitals
downwards,adverb,Towards a lower place; towards what is below
downwards,adverb,"Towards something which is lower in order, smaller, inferior, etc"
dozen,noun,A set of twelve
dozen,noun,"(as plural only, always followed by of) A large, specified number of, comfortably estimated in small multiple of twelve, thus generally implied to be significantly more than ten or twelve, but less than perhaps one or two hundred; many"
dozen,noun,In old English measure of ore containing 12 hundredweight
draft,noun,"A current of air, usually coming into a room or vehicle"
draft,noun,Raw through a blue of masses (smoke) resulting from a combustion process
draft,noun,In act of drinking
draft,noun,"The quantity of liquid (such as water, alcohol, or medicine) drunk in one swallow"
draft,noun,"A dose (of medicine, alcohol, etc.)"
draft,noun,Beer drawn from a case or keg rather than a bottle or can
draft,noun,Depth of water needed to float a ship; depth below the water line to the bottom of a vessel's hull; depth of water drawn by a vessel
draft,noun,In early version of a written work (such as a book or e-mail) or drawing
draft,noun,A preliminary sketch or outline for a plan
draft,noun,"A cheque, an order for money to be paid"
draft,noun,"Conscription, the system of forcing people to serve in the military"
draft,noun,A system of forcing or convincing people to take an elected position
draft,noun,A system of signing rook players to professional sports tears
draft,noun,The pulling force (tension) on couples and draft gear during a slack stretched condition
draft,noun,"The level given to the pattern for a casting, so that it can be drawn from the sand without damaging the mould"
