word,pos,dfns
port,noun,(bowls) A space between two stones wide enough for a delivered stone or bowl to pass through
port,noun,In opening where a connection (such as a pipe) is made
port,noun,A logical or physical construct in and from which data are transferred. Computer port (hardware)
port,noun,"A female connection of an electronic device, into which a cable's male connection can be inserted"
port,noun,"Something used to carry a thing, especially a frame for wick in candle-making"
port,noun,The manner in which a person carries himself; bearing; deportment; carriage. See also importance
port,noun,"The position of a weapon when porter; a rifle position executed by throwing the weapon diagonal across the front of the body, with the right hand grasping the small of the stock and the barrel sloping upward and crossing the point of the left shoulder"
port,noun,"A program that has been adapted, modified, or recorded so that it works on a different platform from the one for which it was created; the act of this adapting"
port,noun,(BSD) A set of files used to build and install a binary excitable file from the source code of an application
port,noun,"A type of very sweet fortified wine, mostly dark red, traditionally made in Portugal"
port,noun,A suitcase or schoolboy
portrait,noun,"A painting or other picture of a person, especially the head and shoulders"
portrait,noun,"In accurate deduction of a person, a mood, etc"
portrait,noun,A print orientation where the vertical sides are longer than the horizontal sides
pose,noun,"Common cold, head cold; catarrh"
pose,noun,"Position, posture, arrangement (especially of the human body)"
pose,noun,Affectation
pose,verb,To ask (someone) questions; to interrogative
pose,verb,"To puzzle, non-plus, or embarrassed with difficult questions"
pose,verb,To perplex or confuse (someone)
position,noun,A place or location
position,noun,A post of employment; a job
position,noun,A status or rank
position,noun,"In opinion, stand or stance"
position,noun,A posture
position,noun,"(team sports) A place on the playing field, together with a set of duties, assigned to a player"
position,noun,"In amount of securities, commodities, or other financial instruments held by a person, firm or institution"
position,noun,"A commitment, or a group of commitment, such as option or future, to buy or sell a given amount of financial instruments, such as securities, currencies or commodities, for a given price"
position,noun,A method of solving a problem by one or two suppositions; also called the rule of trial and error
position,noun,The full state of a chess game at any given turn
positive,noun,A thing capable of being affirmed; something real or actual
positive,noun,A favourable point or characteristic
positive,noun,"Something having a positive value in physics, such as an electric charge"
positive,noun,(grammar) A degree of comparison of adjective and adverse
positive,noun,(grammar) In adjective or adler in the positive degree
positive,noun,"A positive image; one that displays true colors and shades, as opposed to a negative"
positive,noun,The positive plate of a voltaire or electrolysis cell
positive,noun,A positive result of a test
possess,verb,To have; to have ownership of
possess,verb,"To take control of someone's body or mind, especially in a supernatural manner"
possess,verb,"(chiefly with of) To vest ownership in (someone, or oneself); to give someone power or knowledge; to acquaint; to inform"
possession,noun,Control or occupancy of something for which one does not necessarily have private property rights
possession,noun,Something that is owned
possession,noun,"Ownership; taking, holding, keeping something as one's own"
possession,noun,A territory under the rule of another country
possession,noun,The condition or affliction of being possessed by a demon or other supernatural entity
possession,noun,The condition of being under the control of strong emotion or madness
possession,noun,Control of the ball; the opportunity to be on the offensive
possession,noun,"A disposal of the ball during a game, i.e. a kick or a handbills"
possession,noun,A syntactic relationship between two nous or nominal that may be used to indicate ownership
possibility,noun,The quality of being possible
possibility,noun,A thing possible; that which may take place or come into being
possibility,noun,"In option or choice, usually used in context with future events"
possible,noun,A possible one
possible,noun,"A possible choice, notably someone being considered for a position"
possible,noun,A particular event that may happen
possibly,adverb,"(edifying a clause or predicted) Perhaps; indicates that the proposition may be true (is not certainly false) regardless of any facts or circumstances known to, stated by or implied by the speaker"
possibly,adverb,"(edifying a verb) In the realm of possibility; indicates that the action may successfully be performed (is not impossible) regardless of any facts or circumstances known to, stated by or implied by the speaker that might limit the performance"
post,noun,A long towel or plank protruding from the ground; a fencepost; a lightest
post,noun,A stud; a two-by-four
post,noun,A pole in a battery
post,noun,"A long, narrow piece inserted into a root canal to provide retention for a crown"
post,noun,"(chiefly a cappella) A prolonged final melody note, among moving harmony notes"
post,noun,A printing paper size measuring 19.25 inches x 15.5 inches
post,noun,A goalpost
post,noun,A location on a basketball court near the basket
post,noun,"The doorpost of a victualler's shop or inn, on which were chalked the scores of customers; hence, a score; a debt"
post,noun,"Each of a series of men stationed at specific places along a postroad, with responsibility for relating letters and dispatches of the monarch (and later others) along the route"
post,noun,"A station, or one of a series of stations, established for the refreshment and accommodation of travellers on some recognized route"
post,noun,"A military base; the place at which a soldier or a body of troops is stationed; also, the troops at such a station"
post,noun,Someone who travels express along a set route carrying letters and dispatches; a courier
post,noun,"In organisation for delivering letters, parcels etc., or the service provided by such an organisation"
post,noun,A single delivery of letters; the letters or delivered that make up a single batch delivered to one person or one address
