word,pos,dfns
improvement,noun,the act or process of improving
in,preposition,"used as a function word to indicate inclusion, location, or position within limits: into"
in,adverb,to or toward the inside especially of a house or other building: to or toward some destination or particular place: at close quarters : near: so as to incorporate: to or at an appropriate place
in,adjective,"that is located inside or within: that is in position, operation, or power: inside"
in,noun,one who is in office or power or on the inside
in,abbreviation,inch
inch,noun,a unit of length equal to ¹/₃₆ yard   see Heights and Measures Table
inch,verb,to move by small degrees : progress slowly
incident,noun,an occurrence of an action or situation that is a separate unit of experience : happening: an accompanying minor occurrence or condition : concomitant
incident,adjective,occurring or likely to occur especially as a minor consequence or accompaniment
include,verb,to take in or comprise as a part of a whole or group
included,verb,to take in or comprise as a part of a whole or group
including,verb,to take in or comprise as a part of a whole or group
income,noun,a gain or recurrent benefit usually measured in money that derives from capital or labor
increase,verb,"to become progressively greater (as in size, amount, number, or intensity)"
increase,noun,"the act or process of increasing: such as: addition or enlargement in size, extent, or quantity: propagation"
increasingly,adverb,to an increasing degree
incredible,adjective,too extraordinary and improbable to be believed
incredibly,adverb,in an incredible manner
indeed,adverb,"without any question : truly, undeniably"
independent,adjective,not dependent: such as: not subject to control by others : self-governing: not affiliated with a larger controlling unit: not requiring or relying on something else : not contingent: not looking to others for one's opinions or for guidance in conduct: not bound by or committed to a political party: not requiring or relying on others (as for care or livelihood): being enough to free one from the necessity of working for a living: showing a desire for freedom: not determined by or capable of being deduced or derived from or expressed in terms of members (such as axiom or equations) of the set under consideration: having the property that the joint probability (as of events or samples) or the joint probability density function (as of random variable) equals the product of the improbabilities or probability density functions of separate occurrence
independent,noun,one that is independent
indicate,verb,"to point out or point to: to be a sign, symptom, or index of: to demonstrate or suggest the necessity or advisability of"
indirect,adjective,not direct: such as: deviating from a direct line or course : roundabout: not going straight to the point: being or involving proof of a proposition or there by demonstration that its negation leads to an absurdity or contradiction: not straightforward and open : deceitful: not directly aimed at or achieved: stating what a real or supposed original speaker said with changes in wording that conform the statement grammatical to the sentence in which it is included: not effected by the action of the people or the electorate
individual,adjective,"of, relating to, or instinctively associated with an individual: intended for one person: being an individual or existing as an invisible whole"
individual,noun,"a particular being or thing as distinguished from a class, species, or collection: such as: a single human being as contrasted with a social group or institution: a single organism as distinguished from a group: a particular person"
indoor,adjective,of or relating to the interior of a building
indoors,adverb,in or into a building
industrial,adjective,of or relating to industry
industrial,noun,one that is employed in industry: a company engaged in industrial production or service
industry,noun,"manufacturing activity as a whole: a distinct group of productive or profit-making enterprises: a department or branch of a craft, art, business, or manufacture: systematic labor especially for some useful purpose or the creation of something of value"
infection,noun,"the state produced by the establishment of one or more pathogenic agents (such as a bacteria, protozoans, or sinuses) in or on the body of a suitable host: a disease resulting from infection"
influence,noun,the power or capacity of causing an effect in indirect or intangible ways : sway
influence,verb,to affect or alter by indirect or intangible means
inform,verb,to communicate knowledge to
informal,adjective,marked by the absence of formality or ceremony
information,noun,"knowledge obtained from investigation, study, or instruction: intelligence, news: facts, data: the attribute inherent in and communicated by one of two or more alternative sequence or arrangements of something (such as nucleotides in DNA or binary digits in a computer program) that produce specific effects: a signal or character (as in a communication system or computer) representing data: something (such as a message, experimental data, or a picture) which justified change in a construct (such as a plan or theory) that represents physical or mental experience or another construct: a quantitative measure of the content of information"
ingredient,noun,something that enters into a compound or is a component part of any combination or mixture : constituent
initial,adjective,of or relating to the beginning : incident
initial,noun,the first letter of a name: the first letter of each word in a full name
initial,verb,to affair an initial to
initially,adverb,at the beginning : at first
initiative,noun,an introductory step
initiative,adjective,"of or relating to initiation : introductory, preliminary"
injure,verb,to inflict bodily hurt on: to impair the soundness of: to inflict material damage or loss on
injured,verb,to inflict bodily hurt on: to impair the soundness of: to inflict material damage or loss on
injury,noun,"hurt, damage, or loss sustained"
inner,adjective,situated farther in: being near a center especially of influence
innocent,adjective,free from legal guilt or fault: free from guilt or sin especially through lack of knowledge of evil : blameless: harmless in effect or intention
innocent,noun,"a person who is innocent: such as: a person free from sin : a young child: a naive, inexperienced, or sophisticated person: a blameless person : a person who does not deserve to be harmed"
insect,noun,"any of a class (Insects) of arthropods (such as bags or bees) with well-defined head, thorax, and abdomen, only three pairs of legs, and typically one or two pairs of wings: any of numerous small inveterate animals (such as spiders or centipedes) that are more or less obviously segment"
inside,noun,"an interior or internal part or place : the part within: inward nature, thoughts, or feeling: viscera, entails"
inside,adverb,on the inner side
inside,adjective,"of, relating to, or being on or near the inside"
inside,preposition,in or into or as if in or into the interior of: on the inner side of
insight,noun,the power or act of seeing into a situation : penetration
insist,verb,"to be emphatic, firm, or resolute about something intended, demanded, or required"
inspire,verb,"to spur on : impel, motivate: to exert an animating, enlivening, or exalting influence on: affect: to influence, move, or guide by divine or supernatural inspiration"
install,verb,to set up for use or service
instance,noun,"a step, stage, or situation viewed as part of a process or series of events"
instance,verb,to illustrate or demonstrate by an instance
instead,adverb,as a substitute or equivalent
institute,noun,something that is instituted: such as: an organization for the promotion of a cause : association: an educational institution and especially one devoted to technical fields: a usually brief intensive course of instruction on selected topics relating to a particular field: an elementary principle recognized as authoritative: a collection of such principles and precepts
institute,verb,to originate and get established : organize: to set going : inaugurated
institution,noun,"an established organization or corporation (such as a bank or university) especially of a public character: a facility or establishment in which people (such as the sick or needy) live and receive care typically in a confined setting and often without individual consent: a significant practice, relationship, or organization in a society or culture"
instruction,noun,an outline or manual of technical procedure : directions: a direction calling for compliance : order: a code that tells a computer to perform a particular operation: precepts
instructor,noun,one that instruct : teacher
instrument,noun,a device used to produce music
instrument,verb,to address a legal instrument to
insurance,noun,coverage by contract whereby one party undertakes to indemnify or guarantee another against loss by a specified contingent or peril: the business of injuring persons or property: the sum for which something is insured
insurance,adjective,being a score that adds to a team's lead and makes it impossible for the opposing team to tie the game with its next score
intelligence,noun,the ability to learn or understand or to deal with new or trying situations : reason: the ability to apply knowledge to manipulate one's environment or to think abstract as measured by objective criterion (such as tests): mental acuteness : shrewdness: the basic eternal quality of divine Mind
intelligent,adjective,having or indicating a high or satisfactory degree of intelligence and mental capacity: revealing or reflecting good judgment or sound thought : skillful
intend,verb,to have in mind as a purpose or goal : plan: to design for a specified use or future
intended,adjective,expected to be such in the future
intended,noun,the person to whom another is engaged
intense,adjective,existing in an extreme degree: having or showing a characteristic in extreme degree
intention,noun,"what one intends to do or bring about: the object for which a prayer, mass, or pious act is offered"
interest,noun,a feeling that accompanies or causes special attention to something or someone : concern: something or someone that arouses such attention: a quality in a thing or person arousing interest
interest,verb,to engage the attention or arouse the interest of
interested,adjective,having the attention engaged
interesting,adjective,holding the attention : arousing interest
internal,adjective,"existing or situated within the limits or surface of something: such as: situated near the inside of the body: situated on the side toward the median plane of the body: of, relating to, or occurring on the inside of an organized structure (such as a club, company, or state)"
international,adjective,"of, relating to, or affecting two or more nations"
international,noun,one that is international
internet,noun,an electronic communications network that connect computer network and organizational computer facilities around the world
interpret,verb,to explain or tell the meaning of : present in understandable terms
interrupt,verb,to stop or hinder by breaking in
interrupt,noun,a feature of a computer that permits the temporary interruption of one activity (such as the execution of a program) in order to perform another
interview,noun,a formal consultation usually to evaluate qualifications (as of a prospective student or employee)
interview,verb,to question or talk with (someone) to get information : to conduct an interview with (someone)
into,preposition,"used as a function word to indicate entry, introduction, insertion, supposition, or inclusion"
introduce,verb,"to lead to or make known by a formal act, announcement, or recommendation: such as: to cause to be acquainted: to make preliminary explanatory or auditory remarks about: to bring (someone, such as an actor or singer) before the public for the first time: to present or announce formally or officially or by an official reading: to present formally at court or into society"
introduction,noun,something that introduces: such as: a part of a book or treatise preliminary to the main portion: a preliminary treatise or course of study: a short introductory musical passage
invent,verb,"to produce (something, such as a useful device or process) for the first time through the use of the imagination or of ingenious thinking and experiment"
invention,noun,"something invented: such as: a device, contrivance, or process originated after study and experiment: a product of the imagination: a short keyboard composition fearing two- or three-part counterpoise"
invest,verb,to commit (money) in order to earn a financial return
investigate,verb,to observe or study by close examination and systematic inquiry
investigation,verb,to observe or study by close examination and systematic inquiry
investment,noun,the outlays of money usually for income or profit : capital outlays
invitation,noun,the act of inviting: an often formal request to be present or participate
invite,verb,to request the presence or participation of: to request formally: to urge politely : welcome
invite,noun,invitation
involve,verb,"to engage as a participant: to oblige to take part: to occupy (someone, such as oneself) absorbing"
involved,adjective,having a part in something : included in something: actively participating in something: having a romantic or sexual relationship
iron,noun,"a silver-white malleable futile magnetic heavy metallic element that readily trusts in moist air, occurs in pure form in meteorites and combined in most igneous rocks, is the most abundant element on Earth by mass, and is vital to biological processes   see Chemical Elements Table"
iron,adjective,"of, relating to, or made of iron"
iron,verb,"to smooth with or as if with a heated iron: to remove (something, such as wrinkles) by droning"
island,noun,a tract of land surrounded by water and smaller than a continent
island,verb,to make into or as if into an island: to dot with or as if with islands
issue,noun,"a vital or unsettled matter: concern, problem: a matter that is in dispute between two or more parties: the point at which an unsettled matter is ready for a decision"
issue,verb,"to put forth or distribute usually officially: to send out for sale or circulation : publish: provided, supply"
IT,abbreviation,information technology
item,noun,"a distinct part in an enumeration, account, or series : article"
item,adverb,and in addition : also
item,verb,"compute, reckon"
its,adjective,"of or relating to it or itself especially as possessor, agent, or object of an action"
itself,pronoun,that identical one   compare it
jacket,noun,"a garment for the upper body usually having a front opening, collar, labels, sleeves, and pockets: something worn or fastened around the body but not for use as clothing"
jacket,verb,to put a jacket on : enclose in or with a jacket
jam,noun,a food made by boiling fruit and sugar to a thick consistency
jam,verb,"to become blocked, wedged, or stuck fast: to become unfordable when a movable part becomes blocked or stuck"
January,noun,the first month of the Gregorian calendar
jazz,noun,"American music developed especially from regime and blue and characterized by repulsive syncopated rhythm, polyphonic resemble playing, varying degrees of improvisations, and often deliberate distortion of pitch and timber: popular dance music influenced by jazz and played in a loud rhythmic manner"
jazz,verb,enliven: accelerate
jewellery,noun,"ornamental pieces (such as rings, necklaces, earrings, and bracelets) that are made of materials which may or may not be precious (such as gold, silver, glass, and plastic), are often set with genuine or imitation gems, and are worn for personal adornment"
job,noun,"a regular remunerative position: a specific duty, role, or function: something that has to be done : task: an undertaking requiring unusual exertion"
job,verb,to do odd or occasional pieces of work for hire
job,adjective,of or relating to a job or to employment
join,verb,"to put or bring together so as to form a unit: to connect (separated items, such as points) by a line"
join,noun,something that joins two things : a place or line where joining occurs : joint
joke,noun,something said or done to provoke laughter: the humorous or ridiculous element in something: an instance of jesting : bidding: practical joke: laughingstock
joke,verb,to make jokes : jest
journal,noun,a daily newspaper: a periodical dealing especially with matters of current interest
journal,verb,"to keep a personal journal : to enter or record daily thoughts, experiences, etc., in a journal"
journalist,noun,a person engaged in journalism: a writer who aims at a mass audience
journey,noun,something suggesting travel or passage from one place to another
journey,verb,to go on a journey : travel
joy,noun,"the emotion evoked by well-being, success, or good fortune or by the prospect of possessing what one desires : delight: the expression or exhibition of such emotion : gaiety"
joy,verb,to experience great pleasure or delight : rejoice
judge,noun,one who makes judgments: such as: a public official authorized to decide questions brought before a court: one appointed to decide in a contest or competition : empire: one who gives an authoritative opinion: critic: a trial hero exercising leadership among the Hebrew after the death of Joshua
judge,verb,to form an opinion about through careful weighing of evidence and testing of premises
judgement,noun,the process of forming an opinion or evaluation by discerning and comparing: an opinion or estimate so formed
juice,noun,the intractable fluid contents of cells or tissues
juice,verb,to extract the juice of
July,noun,the seventh month of the Gregorian calendar
jump,verb,to spring into the air : leap: to move suddenly or involuntarily : start: to move energetically : rustle: to start out or forward : begin: to move over a position occupied by an opponent's piece in a board game often thereby capturing the piece: to undergo a vertical or lateral displacement owing to improper ligament of the film on a protector mechanism: to go from one sequence of instructions in a computer program to another
jump,noun,"an act of jumping : leap: any of several sports competition fearing a leap, spring, or bound: a leap in figure stating in which the slater leaves the ice with both feet and turns in the air: a space cleared or covered by a leap: an obstacle to be jumped over or from: a sudden involuntary movement : start: a move made in a board game by jumping: a transfer from one sequence of instructions in a computer program to a different sequence"
jump,adverb,"exactly, pat"
June,noun,the sixth month of the Gregorian calendar
junior,adjective,less advanced in age : younger: youthful: designed for young people and especially adolescents: of more recent date and therefore inferior or subordinate
junior,noun,a person who is younger than another: a male child : son: a young person: a clothing size for women and girls with slight figures
just,adjective,having a basis in or conforming to fact or reason : reasonable: conforming to a standard of correctness : proper: faithful to an original
just,adverb,"exactly, precisely: very recently"
justice,noun,the maintenance or administration of what is just especially by the impartial adjustment of conflicting claims or the assignment of merited rewards or punishments: judge: the administration of law
justify,verb,"to prove or show to be just, right, or reasonable: to show to have had a sufficient legal reason: to qualify (oneself) as a surely by taking oath to the ownership of sufficient property"
keen,adjective,intellectual alert : having or characteristic of a quick penetrating mind: extremely sensitive in perception: sharply contested
keen,verb,to make a loud and long cry of sorrow : to lament with a keen: to make a sound suggestive of a loud cry of sorrow
keen,noun,a lamentation for the dead uttered in a loud wailing voice or sometimes in a worthless cry
keep,verb,"to retain in one's possession or power: to refrain from granting, giving, or allowing: to have in control"
keep,noun,the means or provisions by which one is kept
key,noun,a usually metal instrument that is used to open a lock or to start or access a mechanism: something that resembles a key in form or function
key,adjective,extremely or crucial important
key,verb,"to lock or secure with or as if with a key : fasten: such as: to secure (something, as a pulley on a shaft) by a key: to finish off (an arch) by inserting a redstone"
keyboard,noun,a bank of keys on a musical instrument (such as a piano) that usually consists of seven white and five raised black keys to the octavo: a musical instrument that is played by means of a keyboard
keyboard,verb,"to enter (data, text, etc.) by means of a keyboard"
kick,verb,to strike out with the foot or feet: to make a kick in football
kick,noun,a blow or sudden forceful thrust with the foot: the power to kick: a rhythmic motion of the legs used in swimming: a burst of speed in racing
kid,noun,a young person
kid,adjective,younger
kid,verb,to deceive (someone) as a joke : to say untrue things to (someone) in a playful or joking way: to fail to admit the truth to (someone)
kill,verb,to deprive of life : cause the death of: to slaughter (an animal) for food: to convert a food animal into (a kind of meat) by slaughtering
kill,noun,an act or instance of killing: a decisive act that conclusively secure something (such as a deal or win)
killing,noun,the act of one that kills
killing,adjective,that kills or relates to killing
kind,noun,a group united by common traits or interests : category: a specific or recognized variety: a doubtful or barely admissible member of a category
kind,adjective,of a sympathetic or helpful nature: of a forbearing nature : gentle: arising from or characterized by sympathy or forbearance
king,noun,a male monarch of a major territorial unit: a paramount chief
kiss,verb,to touch (someone or something) with the lips especially as a mark of affection or greeting
kiss,noun,a caress with the lips
kitchen,noun,a place (such as a room) with cooking facilities
knee,noun,"a joint in the middle part of the human leg that is the articulation between the femur, tibia, and patella: the joint in the hind leg of a four-looted vertebrae that corresponds to the human knee: the carpal joint of the foreleg of a four-looted vertebrae: the tarsal joint of a bird: the joint between the femur and tibia of an insect"
knee,verb,to strike with the knee
knife,noun,a cutting instrument consisting of a sharp blade fastened to a handle: a weapon or tool resembling a knife
knife,verb,to use a knife on
knock,verb,to strike something with a sharp blow
knock,noun,"a sharp blow : ran, hit: a severe misfortune or hardship: setback, reversal"
know,verb,to perceive directly : have direct cognition of: to have understanding of: to recognize the nature of : discern: to recognize as being the same as something previously known: to be acquainted or familiar with: to have experience of
know,noun,knowledge
knowledge,noun,"the fact or condition of knowing something with familiarity gained through experience or association: acquaintance with or understanding of a science, art, or technique: the fact or condition of being aware of something: the range of one's information or understanding: the circumstance or condition of apprehending truth or fact through reasoning : cognition: the fact or condition of having information or of being learned"
lab,noun,laboratory
label,noun,a slip (as of paper or cloth) inscribed and affixed to something for identification or description: written or printed matter accompanying an article to furnish identification or other information: a descriptive or identifying word or phrase: such as: epithet: a word or phrase used with a dictionary definition to provide additional information: a usually radioactive isotope used in laboring
label,verb,to affair a label to: to describe or designate with or as if with a label
laboratory,noun,"a place equipped for experimental study in a science or for testing and analysis: a place like a laboratory for testing, experimentation, or practice"
lack,verb,to be deficient or missing
lack,noun,the fact or state of being wanting or deficient
lady,noun,a woman having proprietary rights or authority especially as a feudal superior: a woman receiving the homage or devotion of a knight or lover
lake,noun,a considerable inland body of standing water
lake,verb,to cause (blood) to undergo a physiological change in which the haemoglobin becomes dissolved in the plasma
lamp,noun,any of various devices for producing light or sometimes heat: such as: a vessel with a wick for burning an inflammable liquid (such as oil) to produce light: a glass bulb or tube that emit light produced by electricity (such as an incandescent light bulb or fluorescent lamp): a decorative appliance housing a lamp that is usually covered by a shade
land,noun,"the solid part of the surface of the earth: ground or soil of a specified situation, nature, or quality: the surface of the earth and all its natural resources"
land,verb,to set or put on shore from a ship : disembark
landscape,noun,a picture representing a view of natural inland scenery: the art of depicting such scenery
landscape,verb,to modify or ornament (a natural landscape) by altering the plant cover
landscape,adjective,"of, relating to, or being a rectangular document or image having the horizontal dimension longer than the vertical dimension"
language,noun,"the words, their pronunciation, and the methods of combining them used and understood by a community: audible, articulate, meaningful sound as produced by the action of the vocal organs: a systematic means of communicating ideas or feelings by the use of conventionalized signs, sounds, gestures, or marks having understood meanings: the suggestion by objects, actions, or conditions of associated ideas or feelings: the means by which animals communicate: a formal system of signs and symbols (such as FORTRAN or a calculus in logic) including rules for the formation and transformation of admissible expressions: machine language"
laptop,adjective,of a size and design that makes operation and use on one's lap convenient   compare desktop
laptop,noun,"a portable microcomputer having its main components (such as processor, keyboard, and display screen) integrated into a single unit capable of battery-lowered operation"
large,adjective,exceeding most other things of like kind especially in quantity or size : big: dealing in great numbers or quantities
large,adverb,in a large manner : extravagant
large,noun,a thousand dollars
largely,adverb,in a large manner
last,verb,to continue in time
last,adjective,following all the rest: being the only remaining
last,adverb,after all others : at the end
last,noun,something that is last
late,adjective,"coming or remaining after the due, usual, or proper time: of, relating to, or imposed because of hardness: of or relating to an advanced stage in point of time or development : occurring near the end of a period of time or series: far advanced toward the close of the day or night"
late,adverb,after the usual or proper time: at or to an advanced point of time
later,adverb,"at some time subsequent to a given time : subsequently, afterward"
latest,adjective,last
latest,noun,the latest acceptable time
laugh,verb,"to show emotion (such as mirth, joy, or scorn) with a chuckle or explosive vocal sound: to find amusement or pleasure in something: to become amused or derisive"
laugh,noun,the act of laughing
laughter,noun,a sound of or as if of laughing
launch,verb,"to throw forward : hurt: to release, catapult, or send off (a self-repelled object)"
launch,noun,an act or instance of launching
law,noun,"a binding custom or practice of a community : a rule of conduct or action prescribed or formally recognized as binding or enforced by a controlling authority: the whole body of such customs, practices, or rules: common law: the control brought about by the existence or enforcement of such law: the action of laws considered as a means of redressing wrongs: the agency of or an agent of established law: a rule or order that it is advisable or obligatory to observe: something compatible with or enforceable by established law: control, authority"
law,verb,mitigate
lawyer,noun,one whose profession is to conduct lawsuit for clients or to advise as to legal rights and obligations in other matters
lay,verb,to beat or strike down with force
lay,noun,"covert, lair"
lay,adjective,of or relating to the laity : not ecclesiastical
layer,noun,one that lays something (such as a worker who lays brick or a hen that lays eggs)
layer,verb,to propagated (a plant) by means of layers
lazy,adjective,disinclined to activity or exertion : not energetic or vigorous: encouraging inactivity or indolence
lazy,verb,to move or lie lazily : late
lead,verb,to guide on a way especially by going in advance: to direct on a course or in a direction: to serve as a channel for
lead,noun,"leadership: example, precedent: position at the front : vanguard: initiative: the act or privilege of playing first in a card game: a margin or measure of advantage or superiority or position in advance"
lead,adjective,acting or serving as a lead or leader
leader,noun,"something that leads: such as: a primary or terminal shoot of a plant: tendon, sinew: dots or happens (as in an index) used to lead the eye horizontally : ellipse: a newspaper editorial: something for guiding fish into a trap: a short length of material for attaching the end of a fishing line to a lure or hook: loss leader: something that ranks first: a blank section at the beginning or end of a feel of film or recorded tape"
leadership,noun,the office or position of a leader
leading,adjective,coming or banking first : foremost
leading,noun,a covering or framework of lead
leaf,noun,"a lateral outgrowth from a plant stem that is typically a flattened expanded variable shaped greenish organ, constitutes a unit of the foliage, and functions primarily in food manufacture by photosynthesis: a modified leaf (such as a tract or seal) primarily engaged in functions other than food manufacture: foliage: the leaves of a plant as an article of commerce"
leaf,verb,to shoot out or produce leaves
league,noun,any of various units of distance from about 2.4 to 4.6 statute miles (3.9 to 7.4 kilometre)
league,verb,to unite in a league
lean,verb,"to incline, deviate, or bend from a vertical position: to cast one's weight to one side for support"
lean,noun,the act or an instance of leaning : inclination
lean,adjective,lacking or deficient in flesh: containing little or no fat
learn,verb,"to gain knowledge or understanding of or skill in by study, instruction, or experience: memories: to come to be able: to come to realize"
learning,noun,the act or experience of one that learns
least,adjective,lowest in importance or position
least,noun,one that is least
least,adverb,in the smallest or lowest degree
leather,noun,animal skin dressed for use
leather,verb,to cover with leather
leave,verb,"beneath, devise: to have remaining after one's death: to cause to remain as a trace or aftereffect"
leave,noun,permission to do something: authorized especially extended absence from duty or employment
lecture,noun,a discourse given before an audience or class especially for instruction
lecture,verb,to deliver a lecture or a course of lectures
left,adjective,"of, relating to, situated on, or being the side of the body in which the heart is mostly located: done with the left hand: located nearer to the left hand than to the right: located on the left of an observer facing in the same direction as the object specified: located on the left when facing downstream"
left,noun,the left hand: the location or direction of the left side: the part on the left side: a turn to the left
leg,noun,a limb of an animal used especially for supporting the body and for walking: such as: one of the haired vertebrae limbs that in wiped extend from the top of the thigh to the foot: the part of such a limb between the knee and foot: the back half of a hindquarters of a meat animal: one of the rather generalized regimental appendages of an anthropoid used in walking and crawling
leg,verb,to use the legs in walking
leg,abbreviation,legal
legal,adjective,of or relating to law
legal,noun,one that conforms to rules or the law
leisure,noun,freedom provided by the cessation of activities
lemon,noun,an acid fruit that is botanically a many-seemed pale yellow long merry produced by a small horny cities tree (Virus simon) and that has a mind from which an aromatic oil is extracted: a tree that bears lemons
lemon,adjective,of the color lemon yellow
lend,verb,to give for temporary use on condition that the same or its equivalent be returned: to put at another's temporary disposal: to let out (money) for temporary use on condition of repayment with interest
length,noun,the longer or longest dimension of an object: a measured distance or dimension: the quality or state of being long
less,adjective,constituting a more limited number or amount
less,adverb,to a lesser extent or degree
less,noun,a smaller portion or quantity
less,preposition,diminished by : minus
lesson,noun,a passage from sacred writings read in a service of worship
lesson,verb,to give a lesson to : instruct
let,verb,to cause to : make
let,noun,something that impedes : obstruction
letter,noun,a symbol usually written or printed representing a speech sound and constituting a unit of an alphabet
letter,verb,to set down in letters : print
level,noun,a device for establishing a horizontal line or plane by means of a bubble in a liquid that shows adjustment to the horizontal by movement to the center of a slightly bowed glass tube
level,verb,to make (a line or surface) horizontal : make flat or level
level,adjective,having no part higher than another : conforming to the curvature of the liquid parts of the earth's surface: parallel with the plane of the horizon : horizontal
library,noun,"a place in which literary, musical, artistic, or reference materials (such as books, manuscripts, recording, or films) are kept for use but not for sale: a collection of such materials"
licence,noun,permission to act: freedom of action
lie,verb,"to be or to stay at rest in a horizontal position : be prostrate : rest, decline: to assume a horizontal position: to reside temporarily : stay for the night : lodge: to have sexual intercourse: to remain inactive (as in concealment)"
lie,noun,lay
life,noun,"the quality that distinguishes a vital and functional being from a dead body: a principle or force that is considered to underline the distinctive quality of animate beings: an organisms state characterized by capacity for metabolism, growth, reaction to stimuli, and reproduction"
life,adjective,of or relating to animate being
lifestyle,noun,"the typical way of life of an individual, group, or culture"
lifestyle,adjective,"associated with, reflecting, or promoting an enhanced or more desirable lifestyle"
lift,verb,to raise from a lower to a higher position : elevate: to raise in rank or condition: to raise in rate or amount
lift,noun,the amount that may be lifted at one time : load
light,noun,"something that makes vision possible: the sensation aroused by stimulation of the visual receptor: electromagnetic radiation of any wavelength that travels in a vacuum with a speed of 299,792,458 peters (about 186,000 miles) per second"
light,adjective,having light : bright
light,verb,to become light : brighten
light,adverb,lightly
like,verb,to feel attraction toward or take pleasure in : enjoy: to feel toward : regard
like,noun,"liking, preference"
like,adjective,"the same or nearly the same (as in appearance, character, or quantity): closely resembling the subject or original"
like,preposition,having the characteristics of : similar to: typical of: comparable to : approximating
like,adverb,equally
like,conjunction,as fused in intensive phrases
like,auxiliary verb,came near : was near
likely,adjective,having a high probability of occurring or being true : very probable
likely,adverb,in all probability : probably
limit,noun,"something that bounds, restrains, or confines: the utmost extent"
limit,verb,to assign certain limits to : prescribe
limited,adjective,confined within limits : restricted: offering faster service especially by making a limited number of stops
line,noun,"a length of cord or cord-like material: such as: a comparatively strong slender cord: clothesline: a rope used on shipboard: a device for catching fish consisting of a cord with hooks and other fishing gear: scope for activity : rope: a length of material used in measuring and leveling: piping for conveying a fluid (such as steam): a narrow short synthesis tube that is inserted approximately one inch into a vein (as of the arm) to provide temporary intravenous access for the administration of fluid, meditation, or nutrient: a wire or pair of wires connecting one telegraph or telephone station with another or a whole system of such wires: a telephone connection: the principal circuits of an electric power system"
line,verb,to mark or cover with a line or lines
link,noun,a connecting structure: such as: a single ring or division of a chain: one of the standardized divisions of a surveyor's chain that is 7.92 inches (20.1 centimetres) long and serves as a measure of length: cuff link: bonds: an intermediate rod or piece for transmitting force or motion: the visible member of an electrical fuse
link,verb,to couple or connect by or as if by a link
lion,noun,a large heavily built social cat (Panthera leo) of open or rocky areas chiefly of sub-Saharan Africa though once widely distributed throughout Africa and southern Asia that has a tawny body with a turned tail and a shaggy blackish or dark brown mane in the male: any of several large wildcats: leo
lip,noun,either of two fleshy folds that surround the mouth in humans and many other vertebrae and are organs of human speech essential to certain articulation
lip,adjective,insincere
lip,verb,to touch with the lips
liquid,adjective,flowing freely like water
liquid,noun,a liquid consonant
list,noun,a simple series of words or numerous (such as the names of persons or objects): an official foster : roll
list,verb,"to make a list of : enumerate: to add (someone or something) to a list : register: to have or show a list of: to have or show (someone or something) as part of a list, register, or record"
listen,verb,to pay attention to sound
listen,noun,an act of listening
listener,noun,one who listens to someone or something
literature,noun,"writings in prose or verse: an example of such writings: the body of writings on a particular subject: the body of written works produced in a particular language, country, or age: printed matter (such as leaflets or circular)"
little,adjective,"not big: such as: small in size or extent : tiny: young: small in comparison with related forms: having few members or inhabitants: small in condition, distinction, or scope: narrow, mean: pleadingly smallused as an intensive"
little,adverb,in only a small quantity or degree : slightly: not at all
little,pronoun,not much : almost nothing
little,noun,a small amount or quantity
live,verb,to be alive : have the life of an animal or plant
live,adjective,having life : living: existing in fact or reality : actual
live,adverb,"at the actual time of occurrence : during, from, or at a live production"
lively,adjective,"briskly alert and energetic : vigorous, animated"
living,adjective,"having life: active, sanctioning"
living,noun,the condition of being alive
load,noun,the quantity that can be carried at one time by a specified means: whatever is put on a person or pack animal to be carried : pack: whatever is put in a ship or vehicle or airplane for conveyance : cargo
load,verb,"to put a load in or on (a vehicle, animal, etc.): to place (someone or something) in or on a means of conveyance"
loan,noun,money lent at interest: something lent usually for the borrowed's temporary use
loan,verb,lend
local,adjective,characterized by or relating to position in space : having a definite spatial form or location
local,noun,"a local person or thing: such as: a local public conveyance (such as a train or an elevator): a local or particular branch, lodge, or chapter of an organization (such as a labor union): a nearby or neighborhood pub"
locate,verb,to establish oneself or one's business : settle
located,verb,to establish oneself or one's business : settle
location,noun,"a position or site occupied or available for occupancy or marked by some distinguishing feature : situation: a tract of land designate for a purpose: farm, station: a place outside a motion-picture studio where a picture or part of it is filled"
lock,noun,"a tuft, dress, or single of hair: the hair of the head: a narrow homelike strand of hair formed by matting, braiding, or twisting : deadlock: a hairstyle consisting of locks : deadlock"
lock,verb,to fasten the lock of: to make fast with or as if with a lock
logical,adjective,"of, relating to, involving, or being in accordance with logic: skilled in logic: formally true or valid : analysis, deductive"
lonely,adjective,being without company : lone: cut off from others : solitary
long-term,adjective,occurring over or involving a relatively long period of time
long,adjective,extending for a considerable distance: having greater length than usual: having greater height than usual : tall: having a greater length than breadth : elongated: having a greater length than desirable or necessary: full-length
long,adverb,for or during a long time
long,noun,a long period of time
long,verb,to feel a strong desire or craving especially for something not likely to be attained
long,abbreviation,longitude
look,verb,to make sure or take care (that something is done)
look,noun,the act of looking: glance
loose,adjective,not rigidly fastened or securely attached: having worked partly free from attachments: having relative freedom of movement: produced freely and accompanied by raising of mucus: not tight-fitting
loose,verb,to let loose : release: to free from restraint
loose,adverb,in a loose manner : loosely
